StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q29,Q31,Q31,Q4,Q20,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q18,Q20,ID,FL_8_DO
3/24/2021 18:42,3/24/2021 18:46,IP Address,100,237,TRUE,3/24/2021 18:46,R_DoRy1tABL9JtrwZ,6197,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/24/2021,North America,Very Likely,Very Likely,Disagree,Disagree,Strongly agree,Unsure,Strongly agree,Unsure,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Disagree,Agree,Unsure,Strongly agree,Yes,Male,White,"$20,000 to $39,999",Very Liberal,Too Low,Very knowledgeable,Once a Week,A Few Times a Month,6197,Treatment1
3/24/2021 18:53,3/24/2021 18:55,IP Address,100,139,TRUE,3/24/2021 18:55,R_27UpsBNux6C1niD,4469,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/24/2021,North America,Very Likely,Very Likely,Strongly Disagree,Unsure,Disagree,Unsure,Agree,Strongly agree,Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly agree,Yes,Non-binary / third gender,White,"$60,000 to $89,999",Very Liberal,Far Too Low,Extremely knowledgeable,Daily,A Few Times a Week,4469,Treatment2
3/24/2021 18:58,3/24/2021 19:23,IP Address,100,1505,TRUE,3/24/2021 19:23,R_2R1uwOQSNwmmSyT,6064,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",,North America,Very Likely,Very Likely,Strongly agree,Strongly Disagree,Strongly agree,Unsure,Strongly agree,Agree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Unsure,Strongly agree,Yes,Female,Latino or Hispanic,"$40,000 to $59,999",Lean LIberal,Slightly Too High,Slightly knowledgeable,Never or Rarely,Never or Rarely,6064,Treatment1
3/24/2021 20:38,3/24/2021 20:40,IP Address,100,157,TRUE,3/24/2021 20:40,R_3oTjlPkc5Bnfihc,6288,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/24/2021,North America,Very Likely,Very Likely,Unsure,Unsure,Agree,Agree,Agree,Strongly agree,Unsure,Agree,Disagree,Unsure,Strongly Disagree,Agree,Unsure,Strongly agree,Strongly agree,Strongly agree,Yes,Female,White,"$150,000 or above",Lean Conservative,Slightly Too High,Slightly knowledgeable,Once a Month,Never or Rarely,6288,Treatment2
3/24/2021 22:05,3/24/2021 22:08,IP Address,100,161,TRUE,3/24/2021 22:08,R_27D5JS5qpnFYmqk,6326,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/24/2021,North America,Likely,Likely,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Male,White,"$40,000 to $59,999",Centrist/Moderate,Far Too High,Moderately knowledgeable,Once a Month,Once a Month,6326,Treatment1
3/21/2021 16:19,3/24/2021 22:12,IP Address,100,280400,TRUE,3/24/2021 22:12,R_w7aGIpFOr8cws25,6018,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Very Likely,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Unsure,Disagree,Agree,Agree,Yes,Female,White,"$150,000 or above",Lean LIberal,Slightly Too High,Slightly knowledgeable,Once a Month,A Few Times a Month,6018,Treatment2
3/24/2021 21:51,3/24/2021 22:29,IP Address,100,2284,TRUE,3/24/2021 22:29,R_3JmBtJRYVhAaHcb,5679,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/24/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Agree,Unsure,Agree,Disagree,Agree,Unsure,Agree,Agree,Disagree,Strongly agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Yes,Female,Other,"$150,000 or above",Lean Conservative,Slightly Too High,Moderately knowledgeable,A Few Times a Month,Never or Rarely,5679,Treatment1
3/24/2021 22:23,3/24/2021 22:32,IP Address,100,537,TRUE,3/24/2021 22:32,R_3etys9w18pCZ4Ou,5668,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/24/2021,North America,Likely,Likely,Strongly agree,Unsure,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Unsure,Strongly Disagree,Agree,Unsure,Strongly agree,Yes,Female,Latino or Hispanic,"$40,000 to $59,999",Very Liberal,Slightly Too High,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,5668,Treatment2
3/24/2021 22:31,3/24/2021 22:34,IP Address,100,161,TRUE,3/24/2021 22:34,R_3negobnAhKmb0it,5549,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/24/2021,North America,Very Likely,Very Likely,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Yes,Male,White,"$60,000 to $89,999",Very Liberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,5549,Treatment1
3/24/2021 22:50,3/24/2021 22:53,IP Address,100,179,TRUE,3/24/2021 22:53,R_2qfNclrdgrxffiJ,6312,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/24/2021,North America,Very Likely,Likely,Unsure,Disagree,Agree,Unsure,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Yes,Male,White,"$90,000 to $149,999",Liberal,Slightly Too Liow,Slightly knowledgeable,Once a Week,Once a Week,6312,Treatment2
3/24/2021 22:54,3/24/2021 22:59,IP Address,100,295,TRUE,3/24/2021 22:59,R_1K3jrNXNiCVym16,5503,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/24/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Unsure,Agree,Strongly Disagree,Agree,Disagree,Agree,Unsure,Disagree,Unsure,Strongly agree,Yes,Female,White,"$90,000 to $149,999",Liberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Month,Never or Rarely,5503,Treatment1
3/24/2021 23:34,3/24/2021 23:38,IP Address,100,264,TRUE,3/24/2021 23:38,R_3OkQUij0l7nfIey,5445,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/24/2021,North America,Likely,Likely,Unsure,Disagree,Strongly agree,Disagree,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Yes,Female,White,"$60,000 to $89,999",Very Liberal,Too Low,Moderately knowledgeable,Once a Month,Once a Month,5445,Treatment2
3/25/2021 1:27,3/25/2021 1:30,IP Address,100,185,TRUE,3/25/2021 1:30,R_2tfAiHqGQfBNssI,5204,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",,North America,Likely,Neither Unlikely Nor Likely,Unsure,Agree,Agree,Agree,Agree,Unsure,Agree,Agree,Disagree,Unsure,Unsure,Agree,Agree,Unsure,Agree,Unsure,Yes,Male,White,"$40,000 to $59,999",Lean Conservative,Too High,Slightly knowledgeable,Once a Month,Once a Month,5204,Treatment1
3/25/2021 2:22,3/25/2021 2:25,IP Address,100,197,TRUE,3/25/2021 2:25,R_3negHWwpccVYOR6,6170,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Likely,Agree,Unsure,Agree,Disagree,Strongly agree,Disagree,Unsure,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,Male,White,"$150,000 or above",Very Liberal,Just About Right,Very knowledgeable,A Few Times a Week,A Few Times a Month,6170,Treatment2
3/25/2021 4:01,3/25/2021 4:08,IP Address,100,413,TRUE,3/25/2021 4:08,R_1gNoXTy4JB0pD0h,6273,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Unlikely,Unlikely,Agree,Disagree,Strongly agree,Unsure,Strongly Disagree,Unsure,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Unsure,Strongly agree,Yes,Female,Latino or Hispanic,"$40,000 to $59,999",Centrist/Moderate,Slightly Too Liow,Slightly knowledgeable,A Few Times a Month,A Few Times a Month,6273,Treatment2
3/25/2021 10:16,3/25/2021 10:21,IP Address,100,292,TRUE,3/25/2021 10:21,R_3O1Sr1GnKgIQ13Y,3547,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2020,North America,Likely,Likely,Agree,Disagree,Strongly agree,Unsure,Strongly agree,Unsure,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Agree,No,Female,White,"$60,000 to $89,999",Liberal,Too Low,Slightly knowledgeable,A Few Times a Month,Once a Month,3547,Treatment1
3/25/2021 11:41,3/25/2021 11:44,IP Address,100,168,TRUE,3/25/2021 11:44,R_eXvVq6KuJGau6f7,4680,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",2/25/2021,North America,Very Likely,Very Likely,Agree,Disagree,Strongly agree,Disagree,Agree,Unsure,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Unsure,Strongly agree,Yes,Female,White,"$150,000 or above",Very Liberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Month,Once a Month,4680,Treatment1
3/25/2021 11:44,3/25/2021 11:49,IP Address,100,300,TRUE,3/25/2021 11:49,R_1nTryI3Uk4MntMl,5598,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Unsure,Strongly Disagree,Agree,Unsure,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unsure,Strongly Disagree,Strongly agree,Unsure,Strongly agree,Yes,Male,White,"$90,000 to $149,999",Liberal,Too High,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,5598,Treatment2
3/25/2021 12:45,3/25/2021 12:47,IP Address,100,153,TRUE,3/25/2021 12:47,R_3htKuwDFZ8Ul9l6,6374,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Agree,Agree,Strongly agree,Agree,Strongly agree,Unsure,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Unsure,Agree,Strongly agree,No,Female,Asian,"$90,000 to $149,999",Lean LIberal,Too High,Very knowledgeable,Once a Week,Never or Rarely,6374,Treatment2
3/25/2021 12:49,3/25/2021 12:53,IP Address,100,266,TRUE,3/25/2021 12:53,R_12RAdsSKGZ7rmnj,5270,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Likely,Unsure,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly agree,Yes,Female,White,"$20,000 to $39,999",Liberal,Too Low,Moderately knowledgeable,A Few Times a Month,Once a Month,5270,Treatment1
3/25/2021 13:30,3/25/2021 13:37,IP Address,100,417,TRUE,3/25/2021 13:37,R_2fwwafpj5P02TOZ,3422,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Disagree,Agree,Unsure,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly agree,Unsure,Disagree,Agree,Agree,Agree,Strongly agree,Yes,Male,White,"$150,000 or above",Centrist/Moderate,Slightly Too High,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,3422,Treatment2
3/25/2021 15:08,3/25/2021 15:11,IP Address,100,148,TRUE,3/25/2021 15:11,R_2fB6xSn7cyaFZug,3707,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Agree,Disagree,Strongly agree,Unsure,Strongly agree,Disagree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Unsure,Strongly agree,Yes,Female,Asian,"$150,000 or above",Liberal,Slightly Too Liow,Moderately knowledgeable,Once a Week,A Few Times a Month,3707,Treatment1
3/25/2021 15:11,3/25/2021 15:13,IP Address,100,118,TRUE,3/25/2021 15:13,R_3I4wJUIWV580z4r,6277,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Likely,Agree,Unsure,Strongly agree,Unsure,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Unsure,Unsure,Yes,Female,White,"$150,000 or above",Liberal,Slightly Too High,Moderately knowledgeable,A Few Times a Week,Never or Rarely,6277,Treatment1
3/25/2021 15:13,3/25/2021 15:16,IP Address,100,204,TRUE,3/25/2021 15:16,R_qQHOnkPtXqE1vmF,4290,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Likely,Agree,Disagree,Agree,Strongly Disagree,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Yes,Female,White,"$90,000 to $149,999",Very Liberal,Slightly Too Liow,Moderately knowledgeable,Once a Week,A Few Times a Month,4290,Treatment2
3/25/2021 15:17,3/25/2021 15:20,IP Address,100,157,TRUE,3/25/2021 15:20,R_1HcRLNt4mU7EaSC,6260,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Unsure,Unsure,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,No,Female,White,"$20,000 to $39,999",Centrist/Moderate,Too High,Slightly knowledgeable,Once a Week,A Few Times a Month,6260,Treatment1
3/25/2021 15:16,3/25/2021 15:21,IP Address,100,319,TRUE,3/25/2021 15:21,R_3PvkOrcEm0LZeR0,6240,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Unsure,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Yes,Female,White,"$60,000 to $89,999",Liberal,Too Low,Extremely knowledgeable,A Few Times a Week,Daily,6240,Treatment2
3/25/2021 15:18,3/25/2021 15:22,IP Address,100,261,TRUE,3/25/2021 15:22,R_QoKm4H3DEIHi2OJ,3648,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Unsure,Unsure,Agree,Unsure,Agree,Agree,Unsure,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Yes,Female,White,"$150,000 or above",Liberal,Slightly Too High,Moderately knowledgeable,Once a Week,A Few Times a Month,3648,Treatment2
3/25/2021 15:21,3/25/2021 15:24,IP Address,100,200,TRUE,3/25/2021 15:24,R_DubfvRp9j2ddeMN,5561,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Agree,Unsure,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly Disagree,Agree,Unsure,Agree,Unsure,Agree,Yes,Male,White,"$40,000 to $59,999",Liberal,Just About Right,Very knowledgeable,Once a Week,A Few Times a Month,5561,Treatment1
3/25/2021 15:24,3/25/2021 15:27,IP Address,100,185,TRUE,3/25/2021 15:27,R_1DJ6MxLJA7uCG9K,6324,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Unsure,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Unsure,Strongly agree,Yes,Male,White,"$90,000 to $149,999",Liberal,Slightly Too High,Very knowledgeable,A Few Times a Week,Once a Week,6324,Treatment2
3/25/2021 15:24,3/25/2021 15:30,IP Address,100,381,TRUE,3/25/2021 15:30,R_1ovGweA7SRWIOIa,5532,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Agree,Strongly Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Unsure,Strongly agree,Yes,Male,White,"Less than $20,000",Very Liberal,Too High,Moderately knowledgeable,Daily,A Few Times a Week,5532,Treatment1
3/25/2021 15:31,3/25/2021 15:35,IP Address,100,231,TRUE,3/25/2021 15:35,R_2xWd1yrnMUlC09r,6332,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Strongly agree,Unsure,Unsure,Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly agree,Unsure,Strongly agree,Yes,Male,White,"$90,000 to $149,999",Very Liberal,Slightly Too Liow,Slightly knowledgeable,A Few Times a Month,A Few Times a Month,6332,Treatment2
3/25/2021 15:34,3/25/2021 15:39,IP Address,100,261,TRUE,3/25/2021 15:39,R_8CGKnaB3nfGm2JP,5682,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Female,White,"$40,000 to $59,999",Lean LIberal,Slightly Too High,Moderately knowledgeable,Once a Week,Once a Month,5682,Treatment1
3/25/2021 16:01,3/25/2021 16:03,IP Address,100,117,TRUE,3/25/2021 16:03,R_3mlSekITaVfrnKm,6370,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Likely,Unsure,Unsure,Agree,Disagree,Agree,Unsure,Strongly agree,Agree,Unsure,Strongly agree,Strongly Disagree,Unsure,Disagree,Disagree,Agree,Strongly agree,Yes,Male,White,,Very Liberal,,Slightly knowledgeable,Once a Month,Never or Rarely,6370,Treatment2
3/25/2021 16:04,3/25/2021 16:08,IP Address,100,231,TRUE,3/25/2021 16:08,R_1gnWDM5KzXJPsL3,5405,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Likely,Agree,Disagree,Agree,Disagree,Strongly agree,Unsure,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Strongly Disagree,Unsure,Disagree,Agree,Yes,Female,White,"$150,000 or above",Liberal,Slightly Too Liow,Moderately knowledgeable,Once a Week,A Few Times a Month,5405,Treatment1
3/25/2021 16:11,3/25/2021 16:15,IP Address,100,230,TRUE,3/25/2021 16:15,R_UsaX26hlfKQsoBX,6126,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Disagree,Strongly Disagree,Agree,Unsure,Strongly agree,Agree,Unsure,Agree,Disagree,Strongly agree,Disagree,Unsure,Disagree,Agree,Unsure,Strongly agree,Yes,Male,"Latino or Hispanic,White","$20,000 to $39,999",Very Liberal,Too Low,Extremely knowledgeable,Daily,A Few Times a Week,6126,Treatment1
3/25/2021 16:14,3/25/2021 16:26,IP Address,100,707,TRUE,3/25/2021 16:26,R_2dpdH998IJMseNO,5595,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Unsure,Disagree,Agree,Unsure,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Unsure,Disagree,Unsure,Disagree,Strongly agree,Yes,Non-binary / third gender,"Asian,White","$90,000 to $149,999",Very Liberal,Too Low,Moderately knowledgeable,A Few Times a Week,A Few Times a Week,5595,Treatment2
3/25/2021 17:27,3/25/2021 17:29,IP Address,100,152,TRUE,3/25/2021 17:30,R_3HoaGIqrc3A3Oi1,6160,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Likely,Disagree,Agree,Unsure,Unsure,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Unsure,Unsure,Agree,Unsure,Agree,Unsure,Yes,Male,Other,"$20,000 to $39,999",Centrist/Moderate,Just About Right,Slightly knowledgeable,Once a Week,Once a Month,6160,Treatment1
3/25/2021 17:26,3/25/2021 17:33,IP Address,100,418,TRUE,3/25/2021 17:33,R_1luI4vaNFjJ53IJ,6299,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Neither Unlikely Nor Likely,Strongly agree,Unsure,Strongly agree,Unsure,Strongly agree,Agree,Agree,Agree,Unsure,Agree,Strongly Disagree,Agree,Disagree,Agree,Unsure,Strongly agree,Yes,Female,Latino or Hispanic,"$20,000 to $39,999",Very Liberal,Far Too Low,Slightly knowledgeable,Daily,Daily,6299,Treatment2
3/25/2021 18:12,3/25/2021 18:17,IP Address,100,274,TRUE,3/25/2021 18:17,R_1DoIQUGPXmqMLcF,6223,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Likely,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Yes,Female,Latino or Hispanic,"$150,000 or above",Very Liberal,Too Low,Extremely knowledgeable,Once a Week,Once a Week,6223,Treatment2
3/25/2021 18:23,3/25/2021 18:26,IP Address,100,172,TRUE,3/25/2021 18:26,R_1rjeC3IHpkQkTEG,6349,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Unsure,Strongly agree,Disagree,Strongly agree,Yes,Non-binary / third gender,White,"$150,000 or above",Very Liberal,Far Too Low,Moderately knowledgeable,Never or Rarely,Never or Rarely,6349,Treatment1
3/25/2021 18:27,3/25/2021 18:30,IP Address,100,210,TRUE,3/25/2021 18:30,R_1eF7saLPIcBT4QJ,3856,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Likely,Agree,Strongly Disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Yes,Female,Latino or Hispanic,"$90,000 to $149,999",Liberal,Too High,Slightly knowledgeable,A Few Times a Month,Never or Rarely,3856,Treatment2
3/25/2021 18:45,3/25/2021 18:48,IP Address,100,163,TRUE,3/25/2021 18:48,R_1OiwkjSksMgiuuM,3508,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Neither Unlikely Nor Likely,Agree,Agree,Strongly agree,Unsure,Strongly agree,Disagree,Agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Unsure,Agree,Strongly Disagree,Strongly agree,Yes,Male,"Asian,White","$60,000 to $89,999",Liberal,Just About Right,Very knowledgeable,A Few Times a Week,A Few Times a Week,3508,Treatment1
